SMILES,MW (desalted),ClogP,HBD,TPSA,RotBonds
CC1(C(=O)N2CC[C@]3(C(=O)O)CCC[C@H]23)CC=CC1,263.332,1.359,1,57.61,2
O=C(O)C1c2ccccc2OCCN1C(=O)C1CCC1,275.3,1.722,1,66.84,2
Cc1cc(NC(=O)C2NCCOc3ccccc32)cnc1C,297.352,2.441,2,63.25,2
COC1CC(C(=O)N2CCOc3ccccc3C2C(=O)O)C1,305.326,2.519,1,76.07,3
CC(=O)N1CCN(C(=O)[C@]23CNC[C@H]2CCOC3)CC1,281.351,0.125,1,61.88,1
Cc1nc2ccccn2c1CNC(=O)[C@]12CNC[C@H]1CCOC2,314.382,0.967,2,67.66,3
CNCc1ccccc1CNC(=O)C1(N)CCc2c(OC)cccc21,339.431,1.66,3,76.38,6
N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1conc1C1CCCC1,311.378,1.994,2,81.15,3
N[C@]12CC[C@H]1CN(C(=O)C1CC3(C1)CC3(F)F)C2,256.292,0.315,1,46.33,1
N[C@@H]1C[C@H](C(=O)NCc2ccnc(-c3ccccc3)c2)[C@H]2C[C@H]21,307.39,1.549,2,68.01,4
CN(C)c1nnc(CNC(=O)N2CCCC(O)(C3CC3)C2)[nH]1,308.379,0.181,3,97.38,4
Cc1cccc(C(=O)Nc2cnn(C(C)(C)C(=O)O)c2)n1,288.302,1.226,2,97.11,4
C[C@@H](NC(=O)N1CCOC(CN(C)CC(=O)O)C1)C1CCCc2ccccc21,389.489,1.306,2,82.11,6
CCNc1ccc(Cl)cc1C(=O)N1CCCC(CNS(N)(=O)=O)C1,374.886,1.222,3,104.53,5
O=C(Cc1ccccc1)N1CCN(C(=O)c2cn(Cc3ccccc3)nn2)CC1,389.45,1.964,0,71.33,5
Cn1nccc1CNC(=O)N1CCN(Cc2cscn2)CC1,320.413,0.117,1,66.29,4
COc1coc(C(=O)N(C)C[C@@H]2CCCN(C)[C@H]2c2ccnn2C)cc1=O,374.434,-0.859,0,76.9,5
N[C@@H]1CN(C(=O)[C@@H]2C[C@]23CCOc2ccccc23)C[C@H]1c1ccccc1F,366.429,2.294,1,55.56,2
C[C@H](NC(=O)Cn1cnnn1)C(=O)N1CCCC1,252.273,-0.653,1,93.01,4
CCC(C)Oc1cc(C(=O)N2CCCCC2c2nnc[nH]2)ccn1,329.397,1.98,1,84.0,5
O=C(O)C1CCCCCN1C(=O)c1ncnc2[nH]ccc12,288.302,0.933,2,99.18,2
Cc1cc(C(=O)N2CCc3c(cccc3C(=O)O)C2)n[nH]1,285.298,1.828,2,86.29,2
CCC(CC)(CNC(=O)C1CCOC1)C(=O)O,243.299,1.012,2,75.63,6
O=C(NCCN1CCCS1(=O)=O)N1CCCN(c2nccs2)CC1,373.494,0.511,1,85.85,4
CS(=O)(=O)NCC1COCCN1C(=O)Nc1cnc(-c2ccccc2)nc1,391.445,1.403,2,113.52,4
COc1cnccc1C(C)NC(=O)N1CC(Cc2ccc(C)cc2)C1,339.431,2.939,1,54.46,5
NC1CCOC(C2CCN(C(=O)c3cc(-c4ccccc4)ns3)CC2)C1,371.496,1.033,1,68.45,3
CCC(C)Oc1cc(C(=O)N2CCC[C@@H]2c2csc(C)n2)ccn1,345.459,3.302,0,55.32,5
Cc1ncc(CN(C)C(=O)NCc2ncnn2C(C)(C)C)s1,322.429,-0.101,1,75.94,5
Cc1noc(CCNC(=O)N2CCCC(Cc3noc(C)n3)C2)n1,334.374,-0.563,1,110.18,5
CN(C)c1nnc(CNC(=O)N2CC[C@@H](O)[C@H](C3CCCC3)C2)[nH]1,336.433,0.323,3,97.38,4
O=C(c1nccc2ccccc12)N1CCC(Cc2ncc[nH]2)CC1,320.388,1.409,1,61.88,3
CC(C)(C)CCC(NC(=O)Cc1cn2ccccc2n1)C(=O)O,317.383,2.735,2,83.7,7
NS(=O)(=O)C1CCCN(C(=O)c2ccncc2F)C1,287.311,-0.744,1,93.36,2
COc1ccc(S(=O)(=O)N2CCCCC2C(=O)O)c(C)c1F,331.36,2.842,1,83.91,3
COc1ccc(S(=O)(=O)N[C@@H](C)C(=O)O)c(C)c1F,291.296,1.915,2,92.7,4
CCOCCC(=O)N1CCN(c2ccc(C#N)cn2)CC1,288.345,0.917,0,69.46,5
COc1ccc2[nH]cc(C3CCN(C(=O)c4ccncc4F)CC3)c2c1,353.39,2.298,1,58.22,3
CC(=O)N(C)C1CCN(C(=O)Cc2ccccc2C(=O)O)CC1,318.368,-0.433,1,77.92,4
COc1ccc2[nH]cc(CC(=O)N3CCC(NC(N)=O)CC3)c2c1,330.382,-0.367,3,100.45,4
Cc1cc(C)cc(C2CCN(C(=O)NCCc3nnnn3C)C2)c1,328.412,1.836,1,75.94,4
CCCNC(=O)CN1CCC(NC(=O)c2cscn2)CC1,310.415,0.702,2,74.33,6
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1nnn(C(C)C)c1C)C2,335.401,-0.007,1,89.35,3
COc1cccc(C2CC(O)CN2C(=O)c2ccc3nc(C)oc3c2)c1,352.384,1.973,1,75.8,3
COc1ccccc1CC(C)N(C)C(=O)c1cccc(C(=O)O)c1,327.374,2.94,1,66.84,6
CC(C)(C)n1nnc(CC(=O)N2CCCc3ccc(Cl)c(F)c32)n1,351.806,3.073,0,63.91,3
CC(C)n1nccc1[C@@H]1OCCC[C@H]1C(=O)NCc1ccno1,318.371,-0.008,1,82.18,5
COc1ccc2c(c1)OCCN(C(=O)c1cn(C)nc1C1CCOC1)C2,357.404,1.006,0,65.82,3
Cn1ccc(C(=O)N2CCCC(n3cnc(C(N)=O)n3)C2)c1,302.332,-0.944,1,99.04,3
Cc1nnc(C[C@@H]2CC[C@H](NC(=O)Cc3ccncc3Cl)C2)o1,334.801,-0.11,1,80.91,5
COc1ncccc1NC(=O)N1C[C@@H](OC)[C@H](c2c[nH]nn2)C1,318.331,0.299,2,105.26,4
O=C(NC(C(=O)O)C1CCCOC1)c1cccc(-n2ccnn2)c1,330.339,0.723,2,106.34,5
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1cccn1C1CC1)C2,317.383,0.939,1,63.57,3
O=C(NC1CCN(CCc2ccccc2)CC1)N1CCN(C2CC2)C(=O)C1,370.489,2.728,1,55.89,5
CC1(CCc2ccccc2)CCN(Cc2ccc(C(=O)O)cc2)C1,323.429,3.068,1,40.54,6
CCCS(=O)(=O)N1CCCCC1C(=O)NCc1ccc(C(=O)O)cc1,368.448,2.689,2,103.78,6
O=C(c1cncnc1)N1CCN(Cc2cccnc2)CC1,283.328,-0.498,0,62.22,3
O=C(CCc1ccccc1)N1CCC(NC(=O)C2(O)CCC2)CC1,330.421,0.33,2,69.64,5
COc1cc(C)ccc1OCC(=O)N[C@@H]1Cc2ccccc2[C@H]1N,326.39,2.451,2,73.58,5
COCc1n[nH]c([C@H]2CN(Cc3c(C)cnn3C)C[C@@H]2C2CC2)n1,330.428,0.52,1,71.86,6
Cc1ccc(C)c(C(=O)N2CC(C(=O)O)CCC2C)c1,275.343,2.695,1,57.61,2
CCn1ccnc1C1CCCCN1C(=O)NCc1nnc2ccccn12,353.422,0.669,1,80.35,4
Cc1ccn(CC(=O)NC[C@@H]2OCCN(C)[C@H]2c2cncn2C)c(=O)c1,359.423,-0.364,1,79.7,5
N#Cc1ccnc(NCC2(C(N)=O)CCOCC2)c1,260.292,-0.548,2,101.03,4
CCC1(CC)C(OC)CC1N(C)C(=O)c1cc(C(=O)O)co1,309.358,3.285,1,79.98,6
Cn1nnc(CN(Cc2cn3c(n2)CCCC3)S(C)(=O)=O)n1,325.39,-0.85,0,98.8,4
Cn1cc(C(NC(=O)N2CCOC(CO)C2)C(F)(F)F)cn1,322.284,-0.505,2,79.62,4
Cn1nccc1CNC(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,367.369,2.664,1,53.4,4
Cc1csc(C(=O)NCc2ccc(N3CCOC(C)C3)nc2)c1Cl,365.878,2.188,1,54.46,4
Cc1nnc(C[C@@H]2CC[C@H](NC(=O)Cc3cc(F)ccc3F)C2)o1,335.348,0.876,1,68.02,5
O=C(NCc1nnc2n1CCCCC2)C1CCN(c2cnccn2)CC1,355.437,-0.927,1,88.83,4
CS(=O)(=O)N(CC(=O)O)CC1CN(C(=O)c2ccnc(C3CC3)c2)CCO1,397.446,0.683,1,117.11,6
Cc1ccc2cc(C(=O)NCCN3CCS(=O)(=O)CC3)ccc2n1,347.432,1.234,1,79.37,4
O=C(O)[C@@H](Cc1ccccc1)NC(=O)N1CCOCC1,278.304,1.442,2,78.87,4
CC1Cc2cc(-c3ccc(CNC(=O)C4(N)CCOCC4)cc3)ccc2O1,366.453,2.269,2,73.58,4
CC(C)c1ccc(Cl)c(S(=O)(=O)N(C)CCC(=O)O)c1,319.804,3.111,1,74.68,5
CN(Cc1ccccc1N1CCOCC1)S(=O)(=O)c1ccnn1C,350.436,0.842,0,67.67,4
CCC1CN(c2ccccc2)CCN1C(=O)c1ccc(=O)[nH]n1,312.366,0.56,1,65.01,3
Cc1nnc(N(C)C(=O)C2CCCN2C(=O)Cc2ccccc2)s1,344.431,0.898,0,66.4,4
Cc1cc(NC(=O)C2CC(=O)N(C3CN(C)C3)C2)nn1-c1ccccc1,353.418,2.55,1,70.47,4
Cc1ccc(NC(=O)C2CCCN(c3ccncc3Cl)C2)nc1,330.812,3.222,1,58.12,3
Cc1nn(C)c(C)c1C(C)C(=O)NC1CCN(C(C(=O)O)c2ccccc2)C1=O,398.456,0.92,2,104.53,6
CCc1nnc([C@H]2CCCN(Cc3ccno3)[C@H]2C)o1,276.334,0.245,0,68.19,4
Cc1c(NS(=O)(=O)c2cnn(C3CCOCC3)c2)cccc1C(=O)O,365.404,0.33,2,110.52,4
CCn1cc(CNC(=O)N2CCC(c3c[nH]c4ccc(F)cc34)CC2)cn1,369.436,2.822,2,65.95,4
COc1cc(Cl)c(S(=O)(=O)N2CCCCC2C(=O)O)cc1OC,363.814,2.493,1,93.14,4
Cc1ncsc1CNC(=O)NC1(c2cccc(OC(F)(F)F)c2)CC1,371.377,3.053,2,63.25,6
Cn1ccnc1C1CCN(C(=O)NC2CCCN(S(C)(=O)=O)C2)C1,355.456,-0.013,1,87.54,2
COc1cc(Cl)ccc1C(=O)NC[C@H]1CCO[C@@H]1c1cn[nH]c1,335.785,1.321,2,76.24,5
O=C(Cn1ccccc1=O)N[C@H]1CCOC[C@H]1Nc1ccncn1,329.354,-0.335,2,96.45,5
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(C(=O)COc2ccccc2C#N)C1,354.403,1.116,1,91.24,5
Cc1c([C@@H]2[C@@H](C(=O)O)CC(=O)N2CCC2=CCCCC2)cnn1C,331.409,2.481,1,75.43,5
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1ccc(C#N)n1C)C2,316.355,-0.116,1,87.36,2
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(S(=O)(=O)c2ccco2)C1,325.383,0.704,1,88.43,3
Cc1nc(-c2cc(NS(=O)(=O)CC3CCCO3)cc(C(F)(F)F)c2)n[nH]1,390.381,2.799,2,96.97,5
NC1CCC(C(F)(F)F)N(C(=O)Cc2cccc(F)c2F)C1,322.274,2.192,1,46.33,3
COc1cc(C(=O)NCC(CC(C)C)C(=O)O)sn1,286.347,1.869,2,88.52,7
CCC1CC(CC(=O)Nc2ccccc2-c2ncc(C)o2)CCO1,328.405,1.642,1,64.36,5
CC(C)c1ccc(C2CCCCN2C(=O)COC2CCNCC2)cc1,344.491,2.901,1,41.57,5
CN(C)Cc1cc(OC2CCN(CCc3cccs3)C2)ccn1,331.476,2.656,0,28.6,7
CC1=C(C(=O)NC[C@H]2C[C@H](c3nnc(C)[nH]3)C[C@H]2O)CCC(C)(C)C1,346.467,1.669,3,90.9,4
CCc1nnc(NS(=O)(=O)c2ccc(NC(=O)CC3CCCO3)cc2)s1,396.484,1.737,2,110.28,6
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)Cc1ccn[nH]1)C2,292.334,-0.313,2,87.32,3
CNC(=O)CC1(O)CCCN(c2ncnc3c2ncn3CC2(CO)COC2)C1,390.437,-2.753,3,125.63,6
O=C(COCC1CCCO1)Nc1ccns1,242.295,0.648,1,60.45,5
CC(=O)NCc1cc(OC2CCN(CC3CCc4ccccc4C3)C2)ccn1,379.495,2.897,1,54.46,6
CC(C)CCC(=O)N1CCC(Oc2ccc(C(=O)N(C)C)cn2)CC1,347.452,0.924,0,62.74,6
O=C(NCc1noc(C2CC2)n1)N1CCC=C(c2ccccc2)C1,324.377,1.988,1,71.26,4
Cn1c(=O)[nH]c2ccc(C(=O)NC(C(=O)O)C3CCCCC3)cc21,331.366,2.796,3,98.74,4
CC(C)(C)c1nc(C(=O)NCc2nc(C(=O)O)co2)cs1,309.341,2.142,2,105.32,5
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(CCOc2cccc(C#N)c2)C1,340.419,2.022,1,74.17,6
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1ccc3c(c1)CCC=C3)C2,340.416,2.368,1,58.64,2
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)Cc1ccc(C#N)nc1)C2,328.366,-0.081,1,95.32,3
O=C(O)C1(CN2CCC(Cc3ccccc3)CC2)CC1,273.37,1.256,1,40.54,5
CN1C(=O)CC[C@H](CNc2nccnc2C#N)[C@H]1c1cnn(C)c1,325.368,-0.041,1,99.73,4
COC(=O)CN1CCN(C(=O)CC(C)Cc2cccc(F)c2)CC1,336.401,2.893,0,49.85,7
CN(C)Cc1cc(OC2CCN(CC(O)COc3ccccc3)C2)ccn1,371.473,2.11,1,58.06,9
Cc1cc(-c2noc(CN3CCCCC(O)C3=O)n2)ccc1N1CCCC(C)C1,398.499,3.238,1,82.7,4
O=C(Cc1ccoc1)N1CCCC(Cn2cnc3ccccc32)C1,323.389,2.701,0,51.27,4
O=C(O)C1CC(=O)N(C2CCN(C(=O)NC[C@H]3CCCO3)CC2)C1,339.387,-0.128,2,99.18,4
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(Cc2noc(-c3ccccc3)n2)C1,353.418,1.592,1,80.07,5
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1cc(C)nc(NC)n1)C2,333.386,0.373,2,96.45,3
NC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1cccc(N3CCCC3=O)c1)C2,357.404,0.643,1,92.94,3
O=C1CCCN1CCC(=O)N1CCc2sccc2C1c1ccc(Cl)cc1,388.911,2.953,0,40.62,4
CC(CC(=O)N1CCC(C)(N(C)C)CC1)Cc1cccc(F)c1,320.445,2.213,0,23.55,5
COCCOc1ccc(NC(=O)[C@@H]2CCCCN2C)cc1Cl,326.818,2.937,1,50.8,6
COCCOc1ccc(NC(=O)C2CSC2)cc1Cl,301.789,2.388,1,47.56,6
CC(NC(=O)N1CCC=C(c2cn(C(C)C)nn2)CC1)c1ccnc(O)c1,370.449,1.317,2,96.17,4
CN(C)Cc1cc(OC2CCN(Cc3c[nH]nn3)C2)ccn1,302.375,0.454,1,70.17,6
CN(C)Cc1cc(OC2CCN(CC(O)CN3CCCC3=O)C2)ccn1,362.467,0.102,1,69.14,8
Cc1cccc(C)c1C1CCCN1C(=O)NC1CCN(c2ccccn2)CC1,378.511,3.587,1,48.47,3
CCOc1cc(C(=O)N2C[C@@H]3COCC[C@]3(C(=O)NC)C2)on1,323.344,0.446,1,93.9,4
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1cn3cccnc3n1)C2,329.354,-0.398,1,88.83,2
CCN1CCN(CCNC(=O)c2ccoc2C(F)(F)F)CC1,319.323,0.097,1,48.72,6
Cc1noc(C(=O)N2CCC(OCc3c(C)noc3C)C2)n1,306.317,-0.942,0,94.49,4
CN(C)CC1CN(C(=O)c2ccc3[nH]c(C(F)F)nc3c2)C1,308.326,-0.062,1,52.23,4
COCCOc1cccc(C(=O)N[C@H]2C[C@@H](O)C2)c1,265.305,1.158,2,67.79,6
O=C(N[C@@H]1CCCC[C@H]1F)N[C@@H]1CCO[C@H]1c1ccnn1CC1CC1,350.431,2.079,2,68.18,5
CC(=O)NCc1cc(OC2CCN(CCOc3cccc(C#N)c3)C2)ccn1,380.44,1.698,1,87.48,8
Cc1noc(CN2CCCCC(NCc3cocn3)C2=O)n1,305.332,-0.856,1,97.29,5
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(S(=O)(=O)c2cccc(F)c2)C1,353.412,1.671,1,75.29,3
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1ncoc1C(F)(F)F)C2,347.29,0.124,1,84.67,3
CC(c1ccc(S(N)(=O)=O)cc1)N(C)C(=O)NC(C)(C)C,313.416,0.665,2,92.5,4
CCC1CCCCCN1C(=O)c1cccc(N)c1,246.348,2.69,1,46.33,2
NC1CCC(C(F)(F)F)N(C(=O)Cc2cc(F)ccc2F)C1,322.274,2.262,1,46.33,3
CCOc1cc(C(=O)N2CCC(O)(C(F)(F)F)C2)ccc1OCC(=O)O,377.312,0.938,2,96.3,7
Cc1cncc(-c2noc(C3(C(F)(F)F)CCN(c4ccccn4)C3)n2)c1,375.348,2.22,0,67.94,4
COc1cccc(CNC(=O)N2CCCN3c4ccccc4CC3C2)n1,352.43,2.588,1,57.7,3
CCS(=O)(=O)NCCN1CCC(Oc2ccnc(CNC(C)=O)c2)C1,370.467,0.066,2,100.63,8
CC(=O)NCc1cc(OC2CCN(CC(=O)NCc3cccnc3)C2)ccn1,383.444,-0.404,2,96.45,8
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(Cc2nc(-c3ccccc3)no2)C1,353.418,1.592,1,80.07,5
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)Cc1ccc(C)o1)C2,306.357,1.263,1,71.78,3
COc1ccnc(CN2C[C@H](OC)C[C@H]2c2nc(C)c(C)[nH]2)c1,316.398,1.065,1,63.27,5
CC1CCCCCN1C(=O)c1cccc(N)c1,232.321,2.161,1,46.33,1
Cc1cc(C(=O)NC(c2csc(C)n2)C(C)O)ns1,297.396,0.751,2,75.11,4
O=C(c1ccccc1F)N1CCN(C2CCCC2O)CC1,292.349,1.73,1,43.78,2
CCn1nc(C)c(CN2CCC(Oc3ccnc(CNC(C)=O)c3)C2)c1C,371.477,0.838,1,72.28,7
CCOc1cc(C(=O)N2C3CCC2CC(O)C3)ccc1OCC(=O)O,349.378,-0.258,2,96.3,6
C=C1CC1C(=O)NC(CC(C)C)C(=O)Nc1nccs1,293.385,2.032,2,71.09,6
CC(=O)NCc1cc(OC2CCN(CC(=O)N3CCN(C)CC3)C2)ccn1,375.465,0.399,1,78.01,6
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(Cc2nc(C(C)(C)C)no2)C1,333.429,1.09,1,80.07,5
COCc1ccc(CN2C[C@H](OC)C[C@H]2c2nc(C)c(C)[nH]2)cc1,329.437,1.94,1,50.38,6
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(CCS(=O)(=O)N(C)C)C1,330.446,0.141,1,78.53,5
CO[C@@H]1C[C@@H](c2nc(C)c(C)[nH]2)N(C(=O)CCc2ccccn2)C1,328.409,-0.227,1,71.11,5
NC1CCC(C(F)(F)F)N(C(=O)Cc2ccc(F)cc2F)C1,322.274,2.262,1,46.33,3
CCCn1nnnc1CN1CCC(Oc2ccnc(CNC(C)=O)c2)C1,359.426,0.165,1,98.06,8
COc1cccc(OC)c1CC(=O)N1C(C(=O)O)CC2CCCCC21,347.406,3.082,1,76.07,5
COCCOc1ccc(NC(=O)[C@H]2CCCN2C)cc1Cl,312.792,2.378,1,50.8,6
CC(=O)NCc1cc(OC2CCN(CCOc3ccccc3C#N)C2)ccn1,380.44,1.698,1,87.48,8
Cc1c([C@@H]2[C@@H](C(=O)N3CCC4(CC3)CC4(F)F)CC(=O)N2C2CC2)cnn1C,392.443,1.319,0,58.44,3
O=C(c1cnc2sccn2c1=O)N1CCCc2ccccc2CC1,339.411,1.574,0,52.98,1
CC(C)(CNC(=O)N[C@@H]1C[C@H]1c1ccccc1)C1=CCOCC1,314.422,2.888,2,50.36,5
CCN(CC)S(=O)(=O)CC(=O)N1CCOC(C(=O)O)C1,308.351,0.184,1,104.22,5
Cc1cccc(F)c1S(=O)(=O)NCC(C(=O)O)C(C)C,303.35,2.948,2,83.47,5
CC(NC(=O)C1CCN(C(=O)c2ccoc2)CC1)C(=O)NCc1ccccc1,383.441,0.198,2,91.65,6
Cc1ccc(-n2cnnc2)c(C(=O)N2CCCC(C(C)C)CC2)c1,326.436,3.211,0,51.02,3
Cc1nccc(NC2CCN(c3ccc(Cl)cc3)C2)n1,288.775,3.594,1,41.05,3
Cc1ccncc1C(=O)N[C@H]1CCO[C@H]1c1ncn[nH]1,273.291,-0.576,2,92.79,3
COC(C)C(=O)Nc1sc2c(c1C(=O)c1cccs1)CCCC2,349.468,4.233,1,55.4,5
CCN1CCN(C2CCN(C(=O)c3cccc(OCC(=O)O)c3)CC2)C1=O,375.419,0.194,1,90.39,6
Cc1nc(-c2ccccc2NC(=O)N2CCC(CC(=O)N(C)C)CC2)no1,371.434,0.324,1,91.57,4
COCCn1nnnc1NC(=O)c1ccnc(C)c1,262.268,0.37,1,94.82,5
CCc1ccc2occ(C(=O)NCC(CO)Cc3cccnc3)c2c1,338.4,2.53,2,75.36,7
Cc1cc(CC(=O)N2CCCCC2C(=O)N2CCOCC2)no1,321.372,0.441,0,75.88,3
O=C(O)C1CC(NS(=O)(=O)c2ccccc2C(F)(F)F)C1,323.288,2.357,2,83.47,4
CC(C)(C)c1nc(CN2CCC(C3CCCCCN3C(=O)c3ccccc3)CC2)no1,424.579,3.672,0,62.47,5
CC(C)(C)C(=O)N1CCCC(C(=O)NC(C(=O)O)c2ccc(Cl)c(F)c2)C1,398.856,2.827,2,86.71,5
CCN(C(=O)C1CCC(=O)N(c2cnn(C)c2)C1)c1cccnc1,327.381,0.448,0,71.33,4
CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1occ3c1CCC3)C2,318.368,1.289,1,71.78,2
COc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC(C(=O)O)CC2)cc1,382.41,1.312,2,95.94,5
COc1ncccc1C(=O)N1CCOc2ccccc2C1CO,314.336,1.89,1,71.89,3
Cn1cncc1CNC(=O)N1CCC[C@H]1COc1ccc(F)cc1,332.373,2.133,1,59.39,5
CCc1[nH]ccc1C(=O)N[C@@H]1CCC(=O)N[C@H]1c1ccnn1C,315.37,-0.648,3,91.81,4
CCS(=O)(=O)C1CCN(C(=O)NCC(C)(C)c2cccs2)CC1,358.519,0.71,1,66.48,5
Cc1csc(CNC(=O)N2CCC(CS(N)(=O)=O)CC2)n1,332.442,-0.886,2,105.39,4
CCC1CN(C(=O)Nc2cnn(CC3CCCO3)c2)CC1O,308.376,0.197,2,79.62,4
O=C(Cc1ccccc1)N1CCN(C(=O)Nc2ccc(C3CC3)nn2)CC1,365.429,2.123,1,78.43,4
Cc1nocc1C(=O)N1CCC([C@@H]2CC[C@H](C(N)=O)O2)CC1,307.345,-0.952,1,98.66,3
COCc1n[nH]c([C@H]2CN(C(=O)CCn3cc(C)cn3)C[C@@H]2C2CC2)n1,358.438,0.047,1,88.93,7
CN1CCO[C@@H](CNC(=O)c2cnc3[nH]ccc3c2)[C@@H]1c1cncn1C,354.406,0.323,2,88.07,4
COCc1n[nH]c([C@H]2CN(C(=O)CCn3cccn3)C[C@@H]2C2CC2)n1,344.411,-0.222,1,88.93,7
CN1CCN(C(=O)c2cc(N3CCNC3=O)ccc2F)CCC1=O,334.345,0.234,1,72.96,2
COCC1(CNc2ccc(Cl)cc2C#N)CCNCC1,293.792,2.644,2,57.08,5
COc1cc(C)ccc1CNC(=O)N1CCC(c2nc(C)no2)CC1,344.408,1.686,1,80.49,4
Cn1cnc(C(=O)N[C@H](Cc2ccccc2)C(=O)O)c1,273.287,1.321,2,84.22,5
COc1ccccc1Cn1cnc2cc(C(=O)N3CCC(F)(CO)C3)ccc21,383.416,1.345,1,67.59,5
Cc1cc(OCC(=O)O)ccc1NC(=O)c1ccc(C(C)C)cn1,328.362,2.785,2,88.52,6
O=C(NCC(CO)c1cccnc1)c1c(Cl)cccc1Cl,325.19,0.601,2,62.22,5
CN(C(=O)C1CCC(=O)N(c2cnn(C)c2)C1)c1ccccc1,312.366,1.416,0,58.44,3
Cc1cc(C(=O)N2CCC([C@@H]3CC[C@H](C(N)=O)O3)CC2)no1,307.345,-0.952,1,98.66,3
Cc1ncsc1CNC(=O)N1CCC[C@H]1COc1ccc(F)cc1,349.423,3.081,1,54.46,5
CCn1ccnc1CN1CCN(C(=O)Nc2ccc(Cl)cc2)CC1,347.842,2.479,1,53.4,4
CCc1nnc([C@H]2C[C@@H](O)CN2C(=O)c2cc(C3CCCCC3)n[nH]2)o1,359.423,0.592,2,108.14,4
COCC1CCCN(C(=O)NCC2(c3ccc(F)cc3)CCOCC2)C1,364.454,1.901,1,50.8,5
Cc1cc(NC(=O)c2cc(Cl)ccc2F)ccc1C(=O)O,307.704,3.428,2,66.4,3
CCc1noc(COCC(=O)N2CCOC3(CCN(C)CC3)C2)n1,338.402,-0.638,0,80.93,5
COc1cccc(C2CN(C(=O)c3ccc(C(=O)O)cc3F)CCO2)c1,359.348,2.442,1,76.07,4
CCc1nnc([C@H]2CCCN(C(=O)CCc3c(C)n[nH]c3C)[C@H]2C)o1,345.439,-0.518,1,87.91,5
CCn1nc(C(=O)Nc2ccc(OCC(=O)O)cc2C)ccc1=O,331.323,0.026,2,108.3,6
CCn1ccc(CC(=O)N2C[C@H](c3nc(COC)n[nH]3)[C@@H](C3CC3)C2)n1,358.438,-0.09,1,88.93,7
CCn1ccnc1CN1CCCN(C(=O)Nc2csc(C)c2)CC1,347.478,1.671,1,53.4,4
Cc1nn(C)c(C)c1[C@H]1OCC[C@@H]1CNC(=O)Cn1ncn(C)c1=O,348.4,-0.536,1,92.06,5
Cc1nc(CC2CCCN(C(=O)c3c(O)cccc3F)C2)no1,319.331,1.271,1,79.46,3
O=C(c1ccccc1)N1CCC(C(=O)N2CCCC2CO)CC1,316.395,-0.364,1,60.85,3
Cc1cc(C(=O)NCc2cccc(C(=O)O)c2)c(C)s1,289.35,3.068,2,66.4,4
Cc1cc2ncc(C(=O)N(CCC(=O)O)CC3CCCO3)c(C)n2n1,346.381,1.033,1,97.03,6
O=C(N[C@H]1CCO[C@H]1c1ncn[nH]1)c1ccc(F)c(Cl)c1F,328.702,0.904,2,79.9,3
CO[C@H]1C[C@@H](Cn2ccc(N)n2)N(C(=O)c2ccncc2F)C1,319.334,-0.539,1,86.27,4
COc1ccccc1N1CCC(NC(=O)NCC(OC)C(C)C)C1,335.441,2.986,2,62.83,7
COC(CNC(=O)N1CCC(NC(=O)c2ccccc2C)CC1)C(C)(C)C,375.505,2.173,2,70.67,6
O=C(c1cnc2sccn2c1=O)N1CCC2(CCc3ccccc3O2)CC1,381.448,1.188,0,62.21,1
Cc1ccn(C)c1C(=O)NC[C@@H]1CC(=O)N(C2CC2)[C@H]1c1cccnc1,352.43,0.166,1,67.23,5
CCOc1cccc(N2CCN(c3nc(C)cnc3C)CC2)n1,313.397,3.277,0,54.38,4
COc1c(C)cc(S(=O)(=O)N2[C@@H](C)CC[C@H]2C(=O)O)cc1C,327.396,3.309,1,83.91,3
Cn1nnc2cc(C(=O)N3CCN(CCc4ccncc4)CC3)ccc21,350.418,1.079,0,67.15,4
O=C1NCCCCC1NC(=O)N1CCCC1c1ccc2c(c1)OCCO2,359.42,2.377,2,79.9,2
